hospital_name,hospital_type,star_rating,readmit_success_count,readmit_fail_count,community_income,community_population
DELNOR COMMUNITY HOSPITAL,Acute Care Hospitals,5,2,0,110691.0,29279.0
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,Acute Care Hospitals,5,0,0,105146.0,35282.0
ADVOCATE SOUTH SUBURBAN HOSPITAL,Acute Care Hospitals,3,0,1,54420.0,15532.0
ANDERSON HOSPITAL,Acute Care Hospitals,5,0,0,83772.0,8095.0
ST ALEXIUS MEDICAL CENTER,Acute Care Hospitals,4,0,1,72002.0,33965.0
HENDRICKS REGIONAL HEALTH,Acute Care Hospitals,4,3,0,66003.0,15963.0
ESKENAZI HEALTH,Acute Care Hospitals,4,1,0,36092.0,19317.0
GOSHEN HOSPITAL,Acute Care Hospitals,3,2,0,52261.0,32359.0
MARY GREELEY MEDICAL CENTER,Acute Care Hospitals,4,1,0,51524.0,32742.0
HARDIN MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,56078.0,50160.0
OUR LADY OF BELLEFONTE HOSPITAL,Acute Care Hospitals,4,0,2,38433.0,19219.0
BAPTIST HEALTH CORBIN,Acute Care Hospitals,3,0,2,33389.0,30668.0
RAPIDES REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,3,32843.0,23297.0
TOURO INFIRMARY,Acute Care Hospitals,4,0,0,59985.0,33789.0
MAINE GENERAL MEDICAL CENTER,Acute Care Hospitals,4,1,2,44127.0,25626.0
MERITUS MEDICAL CENTER,Acute Care Hospitals,3,1,2,65289.0,33228.0
UNIVERSITY OF MARYLAND MEDICAL CENTER,Acute Care Hospitals,2,2,0,33877.0,16595.0
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,Acute Care Hospitals,2,0,1,64758.0,30085.0
ANNE ARUNDEL MEDICAL CENTER,Acute Care Hospitals,4,0,2,95244.0,36129.0
GREATER BALTIMORE MEDICAL CENTER,Acute Care Hospitals,3,0,0,81086.0,21295.0
UMD UPPER CHESAPEAKE MEDICAL CENTER,Acute Care Hospitals,2,2,0,85798.0,35503.0
ST JOE MERCY HOSPITAL SYSTEM LIVONIA,Acute Care Hospitals,3,0,1,79134.0,37265.0
SINAI-GRACE HOSPITAL,Acute Care Hospitals,1,0,5,30030.0,44921.0
BEAUMONT HOSPITAL - GROSSE POINTE,Acute Care Hospitals,4,0,3,99668.0,16481.0
HENRY FORD WYANDOTTE HOSPITAL,Acute Care Hospitals,2,0,3,54709.0,25175.0
BEAUMONT FARMINGTON HILLS,Acute Care Hospitals,3,0,2,58551.0,26470.0
HURON VALLEY-SINAI HOSPITAL,Acute Care Hospitals,4,0,2,100026.0,22953.0
HENRY FORD WEST BLOOMFIELD HOSPITAL,Acute Care Hospitals,4,2,3,85855.0,32748.0
SOUTH CENTRAL REG MED CTR,Acute Care Hospitals,2,0,2,29288.0,20845.0
BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC,Acute Care Hospitals,3,1,2,27886.0,13066.0
BAPTIST MEMORIAL HOSPITAL DESOTO,Acute Care Hospitals,1,0,6,50757.0,36625.0
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,Acute Care Hospitals,4,0,1,74541.0,8985.0
SSM ST JOSEPH HOSPITAL WEST,Acute Care Hospitals,4,1,0,91310.0,23625.0
ELLIOT HOSPITAL,Acute Care Hospitals,4,0,2,53778.0,37087.0
HOLY NAME MEDICAL CENTER,Acute Care Hospitals,2,0,3,106411.0,40977.0
INSPIRA MEDICAL CENTER VINELAND,Acute Care Hospitals,2,0,5,47098.0,42689.0
COMMUNITY MEDICAL CENTER,Acute Care Hospitals,2,1,4,72674.0,26082.0
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,Acute Care Hospitals,2,0,0,79475.0,24349.0
SAINT PETER'S UNIVERSITY HOSPITAL,Acute Care Hospitals,4,0,2,38413.0,58347.0
MONMOUTH MEDICAL CENTER,Acute Care Hospitals,4,0,3,55038.0,31038.0
RICHMOND UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,1,0,3,69838.0,23708.0
LONG ISLAND JEWISH MEDICAL CENTER,Acute Care Hospitals,3,1,3,118457.0,42140.0
MOUNT SINAI SOUTH NASSAU,Acute Care Hospitals,1,0,4,109944.0,29374.0
CROUSE HOSPITAL,Acute Care Hospitals,2,0,3,27690.0,27980.0
UNITY HOSPITAL,Acute Care Hospitals,1,0,5,58330.0,30769.0
WHITE PLAINS HOSPITAL CENTER,Acute Care Hospitals,4,0,3,74177.0,11826.0
WAYNE MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,1,45487.0,32727.0
CATAWBA VALLEY MEDICAL CENTER,Acute Care Hospitals,4,1,0,45244.0,28654.0
MARION GENERAL HOSPITAL,Acute Care Hospitals,3,0,2,41031.0,54091.0
FIRELANDS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,2,1,42980.0,39881.0
MH ST JOSEPH WARREN HOSPITAL,Acute Care Hospitals,4,0,0,51311.0,10453.0
O U MEDICAL CENTER,Acute Care Hospitals,1,0,3,51741.0,2306.0
PROVIDENCE PORTLAND MEDICAL CENTER,Acute Care Hospitals,5,2,0,67882.0,32284.0
PROVIDENCE MEDFORD MEDICAL CENTER,Acute Care Hospitals,3,0,1,52421.0,46818.0
WEST PENN HOSPITAL,Acute Care Hospitals,3,0,1,43523.0,10723.0
PAOLI HOSPITAL,Acute Care Hospitals,5,0,0,93211.0,6594.0
PRISMA HEALTH TUOMEY HOSPITAL,Acute Care Hospitals,2,1,2,36607.0,40905.0
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,Acute Care Hospitals,2,0,2,43331.0,34037.0
MAURY REGIONAL HOSPITAL,Acute Care Hospitals,4,1,1,49028.0,57246.0
ST FRANCIS HOSPITAL,Acute Care Hospitals,2,0,3,58257.0,23491.0
THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,Acute Care Hospitals,4,0,1,32989.0,20123.0
PARKLAND HEALTH & HOSPITAL SYSTEM,Acute Care Hospitals,2,0,2,48449.0,18794.0
JPS HEALTH NETWORK,Acute Care Hospitals,3,0,0,26140.0,18199.0
DE TAR HOSPITAL NAVARRO,Acute Care Hospitals,4,1,1,44663.0,43424.0
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,Acute Care Hospitals,4,2,0,61877.0,42048.0
CHESAPEAKE GENERAL HOSPITAL,Acute Care Hospitals,4,0,2,70685.0,54794.0
SWEDISH MEDICAL CENTER,Acute Care Hospitals,4,2,0,72018.0,37270.0
PEACEHEALTH ST JOHN MEDICAL CENTER,Acute Care Hospitals,2,0,1,42144.0,49913.0
VALLEY MEDICAL CENTER,Acute Care Hospitals,4,0,1,68638.0,23782.0
EVERGREENHEALTH MEDICAL CENTER,Acute Care Hospitals,5,2,0,93520.0,42943.0
LEGACY SALMON CREEK MEDICAL CENTER,Acute Care Hospitals,5,3,0,78411.0,19644.0
CABELL HUNTINGTON HOSPITAL INC,Acute Care Hospitals,2,0,2,35958.0,21132.0
SSM HEALTH ST MARY'S HOSPITAL - MADISON,Acute Care Hospitals,5,3,1,30019.0,14246.0
ASCENSION ALL SAINTS HOSPITAL,Acute Care Hospitals,3,0,1,52978.0,24727.0
SOUTHEAST HEALTH MEDICAL CENTER,Acute Care Hospitals,3,1,1,39618.0,37292.0
EAST ALABAMA MEDICAL CENTER AND SNF,Acute Care Hospitals,3,1,2,40437.0,24833.0
UNIVERSITY OF ALABAMA HOSPITAL,Acute Care Hospitals,2,1,2,39583.0,1759.0
HUNTSVILLE HOSPITAL,Acute Care Hospitals,2,1,3,66329.0,23987.0
FLOWERS HOSPITAL,Acute Care Hospitals,3,1,2,60995.0,15869.0
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,1,45458.0,19631.0
DCH REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,24732.0,36898.0
PROVIDENCE ALASKA MEDICAL CENTER,Acute Care Hospitals,2,1,3,62769.0,35564.0
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,Acute Care Hospitals,3,0,0,32166.0,27671.0
TUCSON MEDICAL CENTER,Acute Care Hospitals,3,0,0,33805.0,33239.0
YUMA REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,2,41809.0,74299.0
CHANDLER REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,66649.0,44000.0
BANNER DESERT MEDICAL CENTER,Acute Care Hospitals,2,0,2,46365.0,38780.0
NORTHWEST MEDICAL CENTER,Acute Care Hospitals,2,0,0,57328.0,35149.0
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,Acute Care Hospitals,4,0,1,82159.0,38337.0
BANNER THUNDERBIRD MEDICAL CENTER,Acute Care Hospitals,2,0,2,60756.0,24503.0
CONWAY REGIONAL HEALTH SYSTEM,Acute Care Hospitals,3,0,1,50282.0,50730.0
MERCY HOSPITAL FORT SMITH,Acute Care Hospitals,3,1,1,43519.0,25989.0
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,Acute Care Hospitals,1,0,3,46367.0,24222.0
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,Acute Care Hospitals,5,0,2,74523.0,34671.0
BAKERSFIELD MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,35561.0,12345.0
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,Acute Care Hospitals,3,0,1,79979.0,56587.0
PROVIDENCE ST. JOSEPH HOSPITAL,Acute Care Hospitals,4,1,0,62856.0,28148.0
SAINT AGNES MEDICAL CENTER,Acute Care Hospitals,3,0,1,47723.0,32410.0
SHARP MEMORIAL HOSPITAL,Acute Care Hospitals,5,0,1,73272.0,31028.0
MARIAN REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,2,0,57573.0,40333.0
"SUTTER MEDICAL CENTER, SACRAMENTO",Acute Care Hospitals,5,2,2,61618.0,17143.0
PIH HEALTH HOSPITAL-WHITTIER,Acute Care Hospitals,5,0,2,48427.0,26482.0
SHARP CHULA VISTA MEDICAL CENTER,Acute Care Hospitals,3,0,1,52274.0,84025.0
POMONA VALLEY HOSPITAL MEDICAL CENTER,Acute Care Hospitals,2,0,0,54157.0,49492.0
PROVIDENCE SAINT JOSEPH MEDICAL CTR,Acute Care Hospitals,3,0,5,82630.0,30997.0
METHODIST HOSPITAL OF SOUTHERN CA,Acute Care Hospitals,3,0,3,99360.0,33200.0
GLENDALE ADVENTIST MEDICAL CENTER,Acute Care Hospitals,5,0,3,57379.0,34938.0
MERCY MEDICAL CENTER REDDING,Acute Care Hospitals,1,0,1,48125.0,33986.0
EL CAMINO HOSPITAL,Acute Care Hospitals,5,2,2,120028.0,35470.0
LOMA LINDA UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,3,0,1,54877.0,21341.0
UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Acute Care Hospitals,3,1,1,62856.0,28148.0
GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,2,0,1,131250.0,50055.0
STANFORD HEALTH CARE,Acute Care Hospitals,5,2,0,61173.0,15343.0
ADVENTIST HEALTH BAKERSFIELD,Acute Care Hospitals,3,0,0,35561.0,12345.0
LONG BEACH MEMORIAL MEDICAL CENTER,Acute Care Hospitals,3,0,3,50615.0,42587.0
MERCY SAN JUAN MEDICAL CENTER,Acute Care Hospitals,3,2,0,58433.0,61365.0
EISENHOWER MEDICAL CENTER,Acute Care Hospitals,5,4,0,64754.0,17975.0
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,Acute Care Hospitals,4,0,2,44130.0,13277.0
CEDARS-SINAI MEDICAL CENTER,Acute Care Hospitals,5,2,2,85396.0,22860.0
PROVIDENCE-CEDARS SINAI TARZANA MEDICAL CENTER,Acute Care Hospitals,4,0,3,71654.0,30346.0
LUTHERAN MEDICAL CENTER,Acute Care Hospitals,4,1,0,52193.0,24977.0
UCH-MEMORIAL HEALTH SYSTEM,Acute Care Hospitals,4,2,0,40589.0,38731.0
ST MARYS MEDICAL CENTER,Acute Care Hospitals,3,1,0,35737.0,24836.0
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,Acute Care Hospitals,4,2,0,39375.0,778.0
SAINT JOSEPH HOSPITAL,Acute Care Hospitals,5,1,0,56430.0,19214.0
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,Acute Care Hospitals,4,5,1,85479.0,28382.0
HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,Acute Care Hospitals,4,0,2,62321.0,22446.0
ST FRANCIS HOSPITAL & MEDICAL CENTER,Acute Care Hospitals,4,0,0,32126.0,19955.0
BRIDGEPORT HOSPITAL,Acute Care Hospitals,2,0,2,43867.0,22920.0
DANBURY HOSPITAL,Acute Care Hospitals,3,0,2,58073.0,52101.0
JOHN DEMPSEY HOSPITAL,Acute Care Hospitals,3,1,0,96602.0,17449.0
MEDSTAR WASHINGTON HOSPITAL CENTER,Acute Care Hospitals,3,1,3,81106.0,33654.0
SHANDS JACKSONVILLE,Acute Care Hospitals,2,1,1,23890.0,35541.0
ORLANDO HEALTH,Acute Care Hospitals,3,1,2,56606.0,27324.0
ADVENTHEALTH ORLANDO,Acute Care Hospitals,5,0,5,61891.0,18302.0
LEE MEMORIAL HOSPITAL,Acute Care Hospitals,4,1,2,35373.0,20399.0
HALIFAX HEALTH MEDICAL CENTER,Acute Care Hospitals,2,2,1,24544.0,32087.0
NAPLES COMMUNITY HOSPITAL,Acute Care Hospitals,4,3,0,76096.0,11135.0
SACRED HEART HOSPITAL,Acute Care Hospitals,3,1,1,49001.0,22989.0
MEMORIAL REGIONAL HOSPITAL,Acute Care Hospitals,3,0,4,55532.0,47461.0
ASCENSION ST VINCENT'S RIVERSIDE,Acute Care Hospitals,3,0,3,40417.0,7573.0
SARASOTA MEMORIAL HOSPITAL,Acute Care Hospitals,5,2,0,55654.0,15453.0
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,Acute Care Hospitals,4,1,2,45214.0,35381.0
MORTON PLANT HOSPITAL,Acute Care Hospitals,4,0,2,41294.0,32992.0
TAMPA GENERAL HOSPITAL,Acute Care Hospitals,4,2,1,74855.0,18926.0
TALLAHASSEE MEMORIAL HEALTHCARE,Acute Care Hospitals,1,1,1,55625.0,22561.0
MAYO CLINIC FLORIDA,Acute Care Hospitals,5,1,0,72590.0,40354.0
LAKELAND REGIONAL MEDICAL CENTER,Acute Care Hospitals,1,0,4,32706.0,25358.0
BOCA RATON REGIONAL HOSPITAL,Acute Care Hospitals,3,2,0,79941.0,24672.0
CLEVELAND CLINIC HOSPITAL,Acute Care Hospitals,4,0,1,107192.0,24948.0
UNIVERSITY HOSPITAL,Acute Care Hospitals,3,0,2,20299.0,16461.0
"NORTHEAST GEORGIA MEDICAL CENTER, INC",Acute Care Hospitals,4,1,2,41268.0,28925.0
WELLSTAR KENNESTONE HOSPITAL,Acute Care Hospitals,3,1,1,41130.0,39255.0
MEMORIAL UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,2,0,2,36692.0,31594.0
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,1,1,44046.0,42338.0
EMORY UNIVERSITY HOSPITAL MIDTOWN,Acute Care Hospitals,3,1,3,59945.0,17559.0
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",Acute Care Hospitals,4,0,1,76552.0,29218.0
PIEDMONT HOSPITAL,Acute Care Hospitals,4,0,2,82514.0,23458.0
NORTHSIDE HOSPITAL GWINNETT,Acute Care Hospitals,3,1,0,45874.0,36985.0
"MEDICAL CENTER, NAVICENT HEALTH (THE)",Acute Care Hospitals,2,0,3,19495.0,8107.0
SOUTH GEORGIA MEDICAL CENTER,Acute Care Hospitals,3,1,3,40858.0,35141.0
THE QUEENS MEDICAL CENTER,Acute Care Hospitals,5,1,0,70110.0,23449.0
ST LUKE'S REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,4,0,70909.0,8638.0
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,2,0,45698.0,32701.0
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,Acute Care Hospitals,5,2,2,75401.0,42880.0
COPLEY MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,77507.0,37867.0
ADVOCATE SHERMAN HOSPITAL,Acute Care Hospitals,5,0,1,59952.0,48177.0
SSM HEALTH - GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,4,0,1,42197.0,23501.0
PALOS COMMUNITY HOSPITAL,Acute Care Hospitals,4,0,4,80401.0,14904.0
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,Acute Care Hospitals,3,0,4,28024.0,48006.0
THE CARLE FOUNDATION HOSPITAL,Acute Care Hospitals,3,0,2,30540.0,31108.0
RUSH UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,5,1,3,38756.0,35332.0
ADVENTIST HINSDALE HOSPITAL,Acute Care Hospitals,5,0,2,166936.0,18352.0
MEMORIAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,37536.0,34479.0
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,Acute Care Hospitals,5,2,0,88708.0,70103.0
HSHS ST ELIZABETH'S HOSPITAL,Acute Care Hospitals,4,0,0,80179.0,31681.0
ELMHURST MEMORIAL HOSPITAL,Acute Care Hospitals,5,2,1,103454.0,48269.0
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,Acute Care Hospitals,2,0,3,61398.0,56754.0
ADVOCATE LUTHERAN GENERAL HOSPITAL,Acute Care Hospitals,5,1,1,98219.0,37810.0
SWEDISH AMERICAN HOSPITAL,Acute Care Hospitals,3,1,1,27570.0,19554.0
EDWARD HOSPITAL,Acute Care Hospitals,5,0,1,112360.0,44925.0
JAVON BEA HOSPITAL,Acute Care Hospitals,3,0,2,36623.0,24064.0
CENTRAL DUPAGE HOSPITAL,Acute Care Hospitals,4,2,1,104468.0,11137.0
NORTHWEST COMMUNITY HOSPITAL 1,Acute Care Hospitals,4,1,0,78053.0,30148.0
ALEXIAN BROTHERS MEDICAL CENTER,Acute Care Hospitals,4,1,1,73026.0,33691.0
LOYOLA UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,3,1,5,47538.0,23981.0
TRINITY ROCK ISLAND,Acute Care Hospitals,2,0,0,45074.0,38534.0
NORTHWESTERN MEMORIAL HOSPITAL,Acute Care Hospitals,5,2,2,96040.0,32198.0
ADVOCATE GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,5,0,1,83694.0,28323.0
ADVOCATE GOOD SHEPHERD HOSPITAL,Acute Care Hospitals,5,1,0,130748.0,45680.0
SAINT JOSEPH REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,2,1,41048.0,24513.0
ELKHART GENERAL HOSPITAL,Acute Care Hospitals,4,1,0,51019.0,42015.0
PARKVIEW REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,88584.0,22187.0
ST MARY MEDICAL CENTER INC,Acute Care Hospitals,4,0,4,58342.0,30303.0
REID HOSPITAL & HEALTH CARE SERVICES,Acute Care Hospitals,2,2,1,39038.0,45883.0
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,Acute Care Hospitals,4,2,0,49891.0,33052.0
INDIANA UNIVERSITY HEALTH,Acute Care Hospitals,3,0,1,36092.0,19317.0
MEMORIAL HOSPITAL OF SOUTH BEND,Acute Care Hospitals,2,2,1,18054.0,6491.0
ASCENSION ST VINCENT HOSPITAL,Acute Care Hospitals,3,2,2,46760.0,32798.0
COLUMBUS REGIONAL HOSPITAL,Acute Care Hospitals,4,3,0,55259.0,44221.0
COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,5,78251.0,23005.0
FRANCISCAN HEALTH INDIANAPOLIS,Acute Care Hospitals,4,2,2,63388.0,39499.0
INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,Acute Care Hospitals,4,0,0,54757.0,41243.0
ST LUKES HOSPITAL,Acute Care Hospitals,5,2,0,62216.0,42068.0
MERCYONE NORTH IOWA MEDICAL CENTER,Acute Care Hospitals,3,3,0,48116.0,29040.0
UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,Acute Care Hospitals,4,0,1,38024.0,6160.0
MERCYONE DES MOINES MEDICAL CENTER,Acute Care Hospitals,4,1,0,37826.0,12067.0
ADVENTHEALTH SHAWNEE MISSION,Acute Care Hospitals,5,0,1,53272.0,19520.0
VIA CHRISTI HOSPITAL-WICHITA,Acute Care Hospitals,2,1,1,23183.0,14666.0
WESLEY MEDICAL CENTER,Acute Care Hospitals,4,2,0,23183.0,14666.0
OVERLAND PARK REG MED CTR,Acute Care Hospitals,4,0,1,71529.0,26103.0
KING'S DAUGHTERS' MEDICAL CENTER,Acute Care Hospitals,3,0,4,38433.0,19219.0
ST ELIZABETH EDGEWOOD,Acute Care Hospitals,4,0,0,74593.0,39334.0
PIKEVILLE MEDICAL CENTER,Acute Care Hospitals,2,0,6,35656.0,23122.0
"NORTON HOSPITALS, INC",Acute Care Hospitals,3,0,4,17372.0,6827.0
BAPTIST HEALTH LEXINGTON,Acute Care Hospitals,4,0,1,60793.0,29534.0
BAPTIST HEALTH LOUISVILLE,Acute Care Hospitals,3,0,0,77722.0,30755.0
LAFAYETTE GENERAL MEDICAL CENTER,Acute Care Hospitals,4,1,0,72632.0,31193.0
OCHSNER CLINIC FOUNDATION,Acute Care Hospitals,4,0,3,47710.0,11503.0
"WILLIS KNIGHTON MEDICAL CENTER, INC",Acute Care Hospitals,4,0,0,19600.0,7367.0
ST FRANCIS MEDICAL CENTER,Acute Care Hospitals,4,0,2,46911.0,21336.0
TULANE MEDICAL CENTER,Acute Care Hospitals,3,0,3,50313.0,2553.0
MAINE MEDICAL CENTER,Acute Care Hospitals,4,6,0,49426.0,17797.0
EASTERN MAINE MEDICAL CENTER,Acute Care Hospitals,2,2,1,46493.0,44578.0
SINAI HOSPITAL OF BALTIMORE,Acute Care Hospitals,2,1,3,36500.0,59404.0
MASSACHUSETTS GENERAL HOSPITAL,Acute Care Hospitals,5,3,4,89452.0,13247.0
SOUTHCOAST HOSPITALS GROUP,Acute Care Hospitals,2,0,5,47992.0,31126.0
BETH ISRAEL DEACONESS MEDICAL CENTER,Acute Care Hospitals,3,0,5,43403.0,25023.0
BRIGHAM AND WOMEN'S HOSPITAL,Acute Care Hospitals,4,0,2,38759.0,29244.0
TUFTS MEDICAL CENTER,Acute Care Hospitals,4,0,2,39329.0,7452.0
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Acute Care Hospitals,5,1,2,99254.0,26103.0
BRONSON METHODIST HOSPITAL,Acute Care Hospitals,4,1,0,30711.0,10695.0
BEAUMONT HOSPITAL - DEARBORN,Acute Care Hospitals,3,0,4,66198.0,29132.0
"LAKELAND HOSPITAL, ST JOSEPH",Acute Care Hospitals,4,1,0,68228.0,23293.0
ST JOSEPH MERCY OAKLAND,Acute Care Hospitals,4,0,1,35818.0,17545.0
SPECTRUM HEALTH,Acute Care Hospitals,4,0,1,41306.0,36467.0
MCLAREN BAY REGION,Acute Care Hospitals,3,0,3,37604.0,26744.0
HENRY FORD MACOMB HOSPITAL,Acute Care Hospitals,3,0,3,55567.0,43192.0
HENRY FORD HOSPITAL,Acute Care Hospitals,3,0,4,22522.0,16664.0
MERCY HEALTH HACKLEY CAMPUS,Acute Care Hospitals,5,5,0,35314.0,41374.0
COVENANT MEDICAL CENTER,Acute Care Hospitals,3,0,3,36631.0,30343.0
HENRY FORD ALLEGIANCE HEALTH,Acute Care Hospitals,4,0,1,52638.0,44859.0
MUNSON MEDICAL CENTER,Acute Care Hospitals,5,3,0,57646.0,40151.0
BEAUMONT HOSPITAL ROYAL OAK,Acute Care Hospitals,4,0,4,70350.0,33800.0
ASCENSION ST JOHN HOSPITAL,Acute Care Hospitals,2,0,6,103302.0,29959.0
MCLAREN GREATER LANSING,Acute Care Hospitals,3,0,0,39200.0,35610.0
MCLAREN MACOMB,Acute Care Hospitals,3,0,2,39537.0,16383.0
EDWARD W SPARROW HOSPITAL,Acute Care Hospitals,3,0,0,40765.0,17543.0
"BEAUMONT HOSPITAL, TROY",Acute Care Hospitals,5,0,3,107152.0,25418.0
ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,Acute Care Hospitals,4,0,1,25892.0,9688.0
MAYO CLINIC HOSPITAL ROCHESTER,Acute Care Hospitals,5,1,2,86513.0,24125.0
ST CLOUD HOSPITAL,Acute Care Hospitals,4,2,0,50345.0,25344.0
PARK NICOLLET METHODIST HOSPITAL,Acute Care Hospitals,5,1,0,67467.0,26661.0
ABBOTT NORTHWESTERN HOSPITAL,Acute Care Hospitals,4,2,0,58142.0,40923.0
"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",Acute Care Hospitals,2,0,2,20088.0,9672.0
REGIONS HOSPITAL,Acute Care Hospitals,4,1,0,48696.0,7163.0
MERCY HOSPITAL,Acute Care Hospitals,5,2,0,63445.0,34803.0
UNIVERSITY OF MISSISSIPPI MED CENTER,Acute Care Hospitals,1,0,2,44041.0,3850.0
SINGING RIVER HEALTH SYSTEM,Acute Care Hospitals,2,2,2,35000.0,11054.0
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,2,44041.0,3850.0
MISSISSIPPI BAPTIST MEDICAL CENTER,Acute Care Hospitals,4,1,2,33836.0,8197.0
MERCY HOSPITAL ST LOUIS,Acute Care Hospitals,5,1,2,110645.0,20229.0
RESEARCH MEDICAL CENTER,Acute Care Hospitals,2,0,0,32716.0,14474.0
BARNES JEWISH HOSPITAL,Acute Care Hospitals,3,1,4,49610.0,17898.0
COX MEDICAL CENTERS,Acute Care Hospitals,1,0,2,38862.0,58008.0
MERCY HOSPITAL SPRINGFIELD,Acute Care Hospitals,4,3,0,48214.0,38021.0
BOONE HOSPITAL CENTER,Acute Care Hospitals,5,3,1,35396.0,44222.0
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,Acute Care Hospitals,2,0,2,60344.0,10613.0
MISSOURI BAPTIST MEDICAL CENTER,Acute Care Hospitals,5,1,0,144159.0,17458.0
FREEMAN HEALTH SYSTEM - FREEMAN WEST,Acute Care Hospitals,2,0,2,48574.0,35545.0
ST LUKES HOSPITAL OF KANSAS CITY,Acute Care Hospitals,4,0,2,45026.0,17398.0
ST LUKES HOSPITAL,Acute Care Hospitals,5,1,2,99099.0,41579.0
SAINT FRANCIS MEDICAL CENTER,Acute Care Hospitals,4,3,1,24815.0,8190.0
BILLINGS CLINIC,Acute Care Hospitals,4,2,0,47969.0,41436.0
BRYAN MEDICAL CENTER,Acute Care Hospitals,5,3,1,55255.0,29018.0
THE NEBRASKA METHODIST HOSPITAL,Acute Care Hospitals,5,1,1,52987.0,17627.0
CHI HEALTH BERGAN MERCY,Acute Care Hospitals,4,0,0,68311.0,15959.0
RENOWN REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,1,2,39061.0,45953.0
MOUNTAINVIEW HOSPITAL,Acute Care Hospitals,3,0,4,55840.0,36412.0
SUMMERLIN HOSPITAL MEDICAL CENTER,Acute Care Hospitals,2,0,4,84051.0,19575.0
CONCORD HOSPITAL,Acute Care Hospitals,5,0,1,60420.0,32402.0
HACKENSACK UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,3,2,4,59277.0,44673.0
NEWARK BETH ISRAEL MEDICAL CENTER,Acute Care Hospitals,2,0,3,35765.0,26016.0
VALLEY HOSPITAL,Acute Care Hospitals,4,2,1,162201.0,25568.0
COOPER UNIVERSITY HOSPITAL,Acute Care Hospitals,2,0,4,22500.0,14432.0
